id	name	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
NGA	Nigeria	3.4032	0.05496	4.1096	0.065952	4.175	0.087936	5.3436	0.095264	7.2667	0.0916	11.7501	0.13551	12.8932	0.13181	12.8245	0.16113	6.6259	0.19044	12.0999	0.21606	21.52	0.23071	32.2515	0.2527	41.3876	0.32946	49.5323	0.28937	62.2355	0.33336	47.3517	0.33307	55.1896	0.36584	50.5046	0.41678	48.2229	0.47901	70.1856	0.57017	68.0352	0.68379	65.8105	0.74587	65.3936	0.96184	59.7052	0.99095	69.4059	0.99441	69.6359	0.89894	73.1922	0.99766	59.0244	0.98703	70.4213	1.0382	42.1194	0.73086	38.8572	0.71986	41.9291	0.69721	46.2651	0.77779	44.8134	0.77045	34.9337	0.80707	35.5753	0.89865	39.4006	0.90596	42.0611	0.95358	37.5878	0.94989	40.0192	0.6927	75.76	0.65164	85.4351	0.69482	93.3961	0.75336	101.3056	0.80824	103.9877	0.70848	105.7058	0.68628	98.4616	0.7169	94.456	0.80306	94.9332	0.9623	75.5407	1.1692	90.3154	1.3178	94.2254	1.8564	96.5668	1.935	95.8743	2.1227	93.9854	2.0894	103.8245	2.2345	101.5718	2.4851	107.3009
NER	Niger	0.029312	0.05496	0.065952	0.087936	0.095264	0.0916	0.13551	0.13181	0.16113	0.19044	0.21606	0.23071	0.2527	0.32946	0.28937	0.33336	0.33307	0.36584	0.41678	0.47901	0.57017	0.68379	0.74587	0.96184	0.99095	0.99441	0.89894	0.99766	0.98703	1.0382	0.73086	0.71986	0.69721	0.77779	0.77045	0.80707	0.89865	0.90596	0.95358	0.94989	0.6927	0.65164	0.69482	0.75336	0.80824	0.70848	0.68628	0.7169	0.80306	0.9623	1.1692	1.3178	1.8564	1.935	2.1227	2.0894	2.2345	2.4851
NGA	Nigeria	0.029312	0.05496	0.065952	0.087936	0.095264	0.0916	0.13551	0.13181	0.16113	0.19044	0.21606	0.23071	0.2527	0.32946	0.28937	0.33336	0.33307	0.36584	0.41678	0.47901	0.57017	0.68379	0.74587	0.96184	0.99095	0.99441	0.89894	0.99766	0.98703	1.0382	0.73086	0.71986	0.69721	0.77779	0.77045	0.80707	0.89865	0.90596	0.95358	0.94989	0.6927	0.65164	0.69482	0.75336	0.80824	0.70848	0.68628	0.7169	0.80306	0.9623	1.1692	1.3178	1.8564	1.935	2.1227	2.0894	2.2345	2.4851
NGA	Nigeria	3.4032	0.05496	4.1096	0.065952	4.175	0.087936	5.3436	0.095264	7.2667	0.0916	11.7501	0.13551	12.8932	0.13181	12.8245	0.16113	6.6259	0.19044	12.0999	0.21606	21.52	0.23071	32.2515	0.2527	41.3876	0.32946	49.5323	0.28937	62.2355	0.33336	47.3517	0.33307	55.1896	0.36584	50.5046	0.41678	48.2229	0.47901	70.1856	0.57017	68.0352	0.68379	65.8105	0.74587	65.3936	0.96184	59.7052	0.99095	69.4059	0.99441	69.6359	0.89894	73.1922	0.99766	59.0244	0.98703	70.4213	1.0382	42.1194	0.73086	38.8572	0.71986	41.9291	0.69721	46.2651	0.77779	44.8134	0.77045	34.9337	0.80707	35.5753	0.89865	39.4006	0.90596	42.0611	0.95358	37.5878	0.94989	40.0192	0.6927	75.76	0.65164	85.4351	0.69482	93.3961	0.75336	101.3056	0.80824	103.9877	0.70848	105.7058	0.68628	98.4616	0.7169	94.456	0.80306	94.9332	0.9623	75.5407	1.1692	90.3154	1.3178	94.2254	1.8564	96.5668	1.935	95.8743	2.1227	93.9854	2.0894	103.8245	2.2345	101.5718	2.4851	107.3009
NOR	Norway	13.0868	13.3355	14.0604	14.9653	16.1703	16.3899	19.5401	19.3042	21.1137	22.1938	27.9787	27.1662	29.3954	30.4923	27.6689	29.645	29.291	31.044	34.7641	34.2156	38.0236	40.2995	41.0222	37.4724	40.4297	40.6872	47.0456	40.6816	42.4547	49.3472	35.7044	34.0693	34.8319	36.5316	38.446	38.4772	41.5938	41.6989	41.9567	42.7095	42.2159	43.5598	42.667	43.9218	44.337	43.5607	43.9233	45.8519	44.903	43.2054	45.8233	44.9826	44.5608	44.3027	43.9527	44.6637	44.0316	44.7899
OMN	Oman		NaN	NaN	NaN	0.010992	0.025648	0.029312	0.13557	0.16122	0.2345	0.2345	2.0921	2.0885	2.1105	2.334	7.2511	8.3209	8.5005	7.7897	7.7164	6.0419	6.0126	5.7305	7.5259	8.0535	8.6185	9.8249	9.4018	10.5166	9.9857	11.2957	11.678	11.9846	13.3566	15.1817	15.77	14.967	15.3434	16.4061	20.5579	21.7397	20.106	25.2344	32.0275	27.5912	29.4666	39.0464	43.1313	42.1107	40.5146	46.7501	53.2631	58.343	60.6572	60.3739	64.2211	64.4421	65.1864
PAK	Pakistan	11.9264	12.3496	13.5699	15.6002	16.039	16.8296	17.1258	18.1759	20.8418	20.2134	20.5044	19.4406	18.903	20.0085	21.3874	23.1878	22.7885	24.3199	26.0506	28.1345	31.9316	34.2328	37.1896	40.0222	42.5573	46.8135	49.0586	52.9885	57.6073	60.3166	67.8285	67.4778	72.015	77.1766	84.0193	83.6151	93.5374	93.7876	96.7421	99.3905	105.4184	107.1262	112.9036	117.4907	129.9595	134.7562	143.7267	155.8442	155.3562	155.219	157.7647	158.342	159.7276	160.5957	162.4276	172.09	187.4054	198.81
PAN	Panama	0.99616	1.1024	1.1903	1.1829	1.2416	1.5272	1.6555	1.6957	2.0182	2.0511	2.2011	2.6003	2.7982	3.2372	3.0175	3.6592	3.6067	3.4554	2.8346	3.1808	3.1076	3.3227	3.2785	3.4797	2.8674	2.6133	2.7348	3.1796	2.9147	2.5103	2.7462	3.2224	4.226	3.8996	4.292	2.9396	4.575	5.5933	5.8897	5.6103	5.717	6.9399	5.8073	6.0757	5.7117	6.7411	7.2681	7.0901	7.1817	8.4194	8.9994	9.9008	9.8519	10.45	8.5512	9.6078	10.196	10.059
PNG	Papua New Guinea	0.17954	0.61555	0.20152	0.65952	0.19786	0.69616	0.25648	0.69982	0.26747	0.69616	0.30411	0.71814	0.34075	0.72547	0.43602	0.74746	0.50197	0.74746	0.55693	0.79142	0.6925	0.81341	0.8244	0.83173	1.2677	0.80242	1.3447	0.83906	1.5865	0.84272	1.5316	0.88669	1.5719	0.90134	1.5792	0.90134	1.6744	0.94531	1.7954	0.96363	1.8283	0.98928	1.9309	0.98195	1.9456	0.95264	2.0079	0.97829	2.0445	0.99294	2.1251	0.99661	2.0628	0.99294	2.334	1.0259	2.1984	1.0442	2.0335	1.0039	2.1398	1.0259	2.0628	1.0589	2.0518	1.0882	1.9932	1.2269	2.1801	1.267	2.0592	1.3395	2.1874	1.3943	2.5758	1.4763	2.8616	1.5517	2.4439	1.6131	2.6637	1.6882	3.206	1.7677	3.4845	1.844	3.9425	1.9057	4.4847	1.8247	4.3821	1.8906	4.3052	1.9676	6.1152	2.1439	4.7925	2.2266	5.0893	2.5749	4.7364	2.7347	5.3	2.5428	5.0506	2.2564	6.1581	2.3921	6.2899	2.4453	6.8769	2.6017	6.9366	2.9047	7.3875
PRY	Paraguay	0.30405	0.36268	0.39199	0.41031	0.43226	0.54948	0.51284	0.48725	0.58981	0.52014	0.74344	0.63363	0.71418	0.86807	0.95222	0.83849	1.0322	1.1559	1.4562	1.3277	1.4881	1.3854	1.3641	1.4102	1.4917	1.5485	1.6573	1.8807	2.1487	2.2284	2.1469	2.1174	2.513	2.8421	3.3981	3.9306	3.7189	4.1588	4.4638	4.4635	3.6539	3.7828	3.8684	4.0339	4.0533	3.7887	3.9371	4.0828	4.3728	4.4972	5.026	5.2479	5.1935	5.3273	5.5935	5.6983	5.7886	5.8503
PER	Peru	8.1646	8.6336	9.9596	10.2232	12.2528	11.9515	13.2411	13.6403	14.4866	15.2853	17.7658	18.5926	18.1522	19.7321	21.3351	21.9397	22.4103	23.3028	22.4169	22.2186	24.0627	24.0193	23.59	20.3823	20.619	19.4399	21.7533	25.6642	24.9858	21.7319	20.9525	20.1746	20.3109	23.4784	23.1193	23.6822	24.184	27.2456	27.572	29.1468	30.0783	26.9287	26.9306	26.1046	31.5555	36.733	34.4109	42.4012	40.3322	50.8445	56.6779	48.6913	53.9376	55.9841	60.584	62.7495	66.3412	64.7815
PHL	Philippines	8.3251	8.7125	10.3359	11.4718	12.8228	13.9647	16.1041	18.2089	22.2228	22.8295	24.7514	27.5517	26.4094	31.5013	30.4923	32.4824	35.0662	36.6761	37.3802	38.031	36.8686	34.5282	34.8385	35.2391	30.8313	27.8991	29.0247	32.4958	37.4847	38.9065	41.3495	43.4712	48.2938	48.9292	54.1233	59.9487	61.2537	70.0626	68.253	68.1766	72.3464	70.3046	70.1551	70.2147	72.7708	73.2713	66.5219	70.7641	77.3	75.7671	82.9329	83.5348	88.9271	95.7229	103.025	113.8232	119.2737	127.608
POL	Poland	199.5771	207.2354	216.6072	230.9988	242.8805	246.9809	252.431	259.0255	275.801	293.3653	304.1434	312.8808	329.5064	335.59	346.2366	374.7801	398.1187	417.9549	430.87	441.3086	463.329	408.9969	420.9704	421.0237	432.4673	444.5078	451.8486	463.7326	444.2299	422.1751	376.0387	373.3782	363.7189	364.5653	359.6111	361.3039	375.3046	366.5701	337.3415	327.6524	317.0973	313.5457	305.7305	318.4156	322.5389	321.6688	334.6228	334.3657	327.4482	314.1446	332.1307	331.6946	324.2166	319.9113	307.5551	310.6151	322.234	326.6045
PRT	Portugal	8.2135	9.078	9.2899	10.0116	11.0074	11.5825	11.8351	12.3916	12.9924	14.5928	15.2365	16.3757	18.3073	19.9451	20.645	21.2753	22.3258	22.6051	22.5849	24.8557	26.7736	27.0007	29.0001	29.9019	28.794	27.1299	30.2214	31.1986	32.5679	40.8226	45.5791	47.2062	51.4585	50.07	50.8204	54.7909	52.0981	55.1088	59.5976	67.2235	66.0443	65.7042	69.5567	64.4372	67.2205	69.4974	64.7702	62.2701	59.9235	57.0771	52.8818	51.7018	49.8779	48.0819	47.9558	52.1952	50.2748	54.8636
QAT	Qatar	0.17587	0.16122	0.19053	6.1335	6.2691	6.2874	6.2728	6.6831	7.0752	7.1666	7.5615	9.1443	10.7754	12.4572	10.4785	10.9474	10.3749	9.916	10.519	14.3424	13.0817	12.8407	12.3349	11.2426	12.298	12.3778	13.267	11.4705	11.8977	14.2924	11.7437	17.6453	26.7327	30.6479	30.1548	31.7171	32.2038	37.3935	32.271	31.2711	34.5662	41.2145	40.7019	41.2994	42.7103	50.6901	63.1962	62.8994	64.2571	68.5969	71.9199	79.6476	93.2194	84.1525	106.8712	120.5472	118.6898	129.8033
ROU	Romania	53.3941	55.7161	63.8128	69.4555	72.037	78.6369	84.0907	92.0288	100.0794	111.5274	119.9815	125.6815	132.2542	144.765	150.7203	162.0064	174.472	178.0767	193.5394	195.6764	196.199	197.7302	195.3292	200.1164	188.8166	193.9069	201.6413	211.6316	212.2216	213.5994	171.2318	140.9668	130.286	121.6272	119.6707	124.8369	128.2776	119.2659	104.7557	88.6823	93.5384	98.8771	99.1519	103.5767	102.8744	100.9666	104.1306	108.5597	105.3654	87.2054	83.5513	89.3432	86.3209	76.8292	77.1605	77.7882	75.0517	79.9955
RWA	Rwanda	0.069825	0.091495	0.084272	0.084272	0.03664	0.047632	0.043968	0.040304	0.05496	0.058624	0.058624	0.062288	0.065952	0.069616	0.07328	0.17587	0.26747	0.26747	0.28946	0.29678	0.49464	0.6009	0.60822	0.69616	0.63387	0.61555	0.59723	0.61085	0.69165	0.68339	0.53711	0.48211	0.48207	0.48937	0.47199	0.461	0.47595	0.49288	0.48185	0.50311	0.5207	0.52284	0.52127	0.51011	0.51728	0.51711	0.51673	0.54549	0.53057	0.56443	0.57913	0.65211	0.72453	0.79038	0.82357	0.91689	0.98418	1.0247
187	Saint Lucia	0.014656	0.01832	0.01832	0.021984	0.021984	0.025648	0.029312	0.032976	0.03664	0.062288	0.065952	0.069616	0.076944	0.080608	0.07328	0.076944	0.084272	0.069616	0.098928	0.15022	0.11358	0.095264	0.11358	0.10259	0.11358	0.12824	0.1319	0.14656	0.16488	0.16488	0.16122	0.16854	0.20152	0.2235	0.26014	0.31144	0.3261	0.30778	0.30778	0.31877	0.32976	0.36274	0.3261	0.35907	0.35541	0.3664	0.3664	0.38472	0.39571	0.38472	0.40304	0.4067	0.4067	0.4067	0.4067	0.42458	0.43282	0.43274
227	Saint Pierre and Miquelon	0.03664	0.047632	0.032976	0.03664	0.047632	0.040304	0.043968	0.051296	0.040304	0.032976	0.03664	0.047632	0.069616	0.040304	0.043968	0.032976	0.047632	0.03664	0.032976	0.03664	0.03664	0.040304	0.040304	0.032976	0.03664	0.032976	0.047632	0.051296	0.065952	0.10259	0.0916	0.10259	0.095264	0.07328	0.069616	0.069616	0.069616	0.047632	0.05496	0.05496	0.05496	0.05496	0.058624	0.065952	0.062288	0.065952	0.065952	0.065952	0.065952	0.065952	0.069616	0.069616	0.069616	0.07328	0.076944	0.080326	0.081885	0.081871
193	Saint Vincent and the Grenadines	0.010992	0.010992	0.010992	0.014656	0.01832	0.014656	0.01832	0.01832	0.021984	0.029312	0.029312	0.029312	0.03664	0.040304	0.032976	0.032976	0.032976	0.032976	0.03664	0.029312	0.03664	0.03664	0.040304	0.047632	0.065952	0.065952	0.065952	0.076944	0.065952	0.076944	0.080608	0.076944	0.084272	0.10259	0.12091	0.12824	0.1319	0.1319	0.16122	0.16488	0.14656	0.17954	0.18686	0.19786	0.21984	0.21984	0.21984	0.22717	0.22717	0.31144	0.21984	0.19786	0.25282	0.20885	0.20885	0.21803	0.22226	0.22222
185	Samoa	0.014656	0.01832	0.01832	0.021984	0.025648	0.029312	0.025648	0.025648	0.029312	0.029312	0.029312	0.03664	0.03664	0.03664	0.032976	0.058624	0.047632	0.080608	0.10626	0.095264	0.098928	0.10259	0.11358	0.11358	0.11358	0.11358	0.11358	0.11358	0.11358	0.12091	0.10259	0.10626	0.10992	0.10992	0.11358	0.11725	0.12458	0.12824	0.1319	0.13557	0.1429	0.14656	0.14656	0.15389	0.15022	0.16122	0.16488	0.17221	0.17954	0.18686	0.18686	0.20152	0.19786	0.19786	0.19786	0.21592	0.21839	0.23318
202	American Samoa	0.014656	0.01832	0.01832	0.021984	0.025648	0.029312	0.025648	0.025648	0.029312	0.029312	0.029312	0.03664	0.03664	0.03664	0.032976	0.058624	0.047632	0.080608	0.10626	0.095264	0.098928	0.10259	0.11358	0.11358	0.11358	0.11358	0.11358	0.11358	0.11358	0.12091	0.10259	0.10626	0.10992	0.10992	0.11358	0.11725	0.12458	0.12824	0.1319	0.13557	0.1429	0.14656	0.14656	0.15389	0.15022	0.16122	0.16488	0.17221	0.17954	0.18686	0.18686	0.20152	0.19786	0.19786	0.19786	0.21592	0.21839	0.23318
186	Sao Tome and Principe	0.010992	0.010992	0.010992	0.007328	0.010992	0.010992	0.010992	0.010992	0.014656	0.014656	0.014656	0.010992	0.010992	0.014656	0.01832	0.01832	0.029312	0.029312	0.032976	0.032976	0.040304	0.043968	0.047632	0.05496	0.051296	0.05496	0.051296	0.051296	0.047632	0.047632	0.047632	0.047632	0.047632	0.047632	0.047632	0.047632	0.047632	0.047632	0.047632	0.047632	0.047632	0.051296	0.058624	0.065952	0.07328	0.076944	0.084272	0.084272	0.084272	0.0916	0.098928	0.10259	0.11358	0.11358	0.11358	0.11472	0.11752	0.11747
SAU	Saudi Arabia	2.6744	3.5683	6.25	6.9388	7.0412	4.2163	6.4073	25.4855	29.0791	35.271	45.2513	59.7566	70.2817	95.0535	98.7018	83.2608	101.4595	118.0703	115.0243	138.0043	169.2398	175.3034	157.8914	160.8347	155.5102	172.4185	204.6006	190.4437	202.2477	203.4192	185.4853	267.3862	285.0741	313.3274	307.4732	234.7119	258.2636	215.7967	207.2305	225.9765	296.3533	296.5749	325.6812	326.5171	394.5848	395.8548	431.292	386.5071	432.3364	465.8443	517.7159	497.659	563.1795	540.8052	601.8961	620.883	631.5492	635.0111
SEN	Senegal	0.82738	0.81267	0.81267	0.86027	0.9225	1.692	1.7176	0.69914	NaN	0.49014	1.3071	1.351	1.4532	1.5487	1.849	2.578	1.7697	2.2373	2.6196	2.8881	3.3364	3.2799	3.0366	2.6114	3.2842	2.6505	2.6365	2.4246	2.7108	3.6619	3.139	3.378	3.4234	3.538	3.8368	3.429	3.6632	3.1824	3.3331	3.6036	3.8093	4.1802	4.3459	4.8049	4.9885	5.5396	4.4218	4.8266	4.739	4.2037	7.2801	7.8194	7.3629	7.8499	8.3058	8.1149	8.5416	9.3185
SRB	Serbia	15.1792	15.9108	16.3271	18.1633	20.5784	21.1731	20.9805	21.1918	22.6652	23.4997	30.7105	33.0925	31.0071	37.0353	37.1887	38.7954	40.0311	38.9152	43.4801	47.287	46.4834	50.5817	46.4482	50.0189	52.7511	53.8081	56.1908	55.8292	57.7793	57.6486	57.6075	40.719	43.2938	37.7408	36.6984	38.7752	45.3928	48.7927	51.3796	35.4401	39.3805	42.2776	45.173	48.2985	52.7378	49.8792	53.7596	52.1858	51.7897	45.926	45.6964	48.9571	43.7245	44.5458	37.1891	41.3375	43.351	45.0928
196	Seychelles		NaN	NaN	0.007328	0.007328	0.007328	0.007328	0.007328	0.007328	0.007328	0.029312	0.032976	0.043968	0.047632	0.05496	0.058624	0.080608	0.084272	0.076944	0.12091	0.095264	0.098928	0.084272	0.098928	0.098928	0.15022	0.16488	0.20152	0.19786	0.2345	0.15022	0.17221	0.17221	0.1832	0.20152	0.19786	0.2345	0.34075	0.43235	0.5093	0.57158	0.63387	0.53861	0.5496	0.73646	0.68883	0.7328	0.6412	0.6925	0.52395	0.44334	0.34075	0.43968	0.40304	0.49464	0.53972	0.58297	0.60905
SLE	Sierra Leone	0.71448	0.28946	0.3261	0.37006	0.30411	0.28213	0.30045	0.25282	0.36274	1.0845	0.85738	0.80242	0.67784	0.53861	0.52029	0.52395	0.45067	0.51296	0.71082	0.67784	0.60822	0.6925	0.55326	0.68883	0.61555	0.66318	0.67418	0.4983	0.458	0.37373	0.48731	0.54594	0.44701	0.44701	0.46166	0.34808	0.39205	0.36274	0.36274	0.34442	0.38838	0.51296	0.53494	0.56792	0.55326	0.46166	0.61555	0.51662	0.53494	0.53494	0.57525	0.74379	0.86104	1.0332	1.1395	1.154	1.2352	1.3925
SGP	Singapore	1.3923	2.0921	2.5753	3.3958	3.6998	2.5273	0.6726	3.0539	5.4131	7.1972	18.1925	16.5771	22.2181	21.1994	21.9468	24.5178	29.9985	28.2649	33.1082	36.0573	31.3433	26.7406	29.6058	34.8104	33.2168	33.2666	34.8765	32.4605	35.9492	41.7087	44.2906	45.0494	48.2127	50.8711	61.3446	41.8418	49.3492	58.0718	48.3564	49.8705	48.8563	49.4421	47.1727	31.0926	28.451	30.3343	30.7739	19.9102	36.1051	55.887	55.5975	45.1844	36.3432	55.6305	56.3267	60.7206	62.8291	64.7651
SVK	Slovakia	31.6714	34.3751	36.6322	38.5353	40.1044	39.0771	38.8564	38.7752	40.5684	43.068	49.3782	51.8048	52.2878	52.5086	53.1248	55.5931	57.766	59.5039	60.0552	58.4997	59.196	58.5628	57.9988	58.0898	60.057	59.2471	59.6651	59.197	58.2543	56.3414	61.9957	53.6171	49.156	46.659	43.8279	44.8665	45.1655	45.2043	44.1752	43.3408	41.5332	43.8366	42.0515	42.4268	42.9912	42.9075	42.6037	40.9491	41.4846	37.6394	38.6265	37.9328	36.1091	35.6339	33.5647	33.8975	33.9968	35.3862
SVN	Slovenia	4.3608	4.571	4.6906	5.2181	5.9119	6.0828	6.0274	6.0881	6.5114	6.7511	8.8228	9.5024	8.897	10.6217	10.6587	11.112	11.4573	11.1269	12.4256	13.5079	13.2663	14.4302	13.2341	14.2525	15.0321	15.3311	16.0058	15.8879	16.5077	16.4477	15.0744	13.995	13.996	14.2927	14.6338	15.2445	15.9058	16.233	15.9482	15.3234	15.4301	16.3633	16.5082	16.2701	16.6307	16.9288	17.124	17.26	18.1974	16.31	16.3526	16.3406	15.8008	15.1671	13.5126	13.5991	14.3998	14.6096
SLB	Solomon Islands	0.010992	0.014656	0.014656	0.014656	0.01832	0.025648	0.025648	0.032976	0.03664	0.03664	0.040304	0.047632	0.05496	0.065952	0.065952	0.058624	0.062288	0.080608	0.062288	0.10992	0.10259	0.13557	0.12091	0.1429	0.1429	0.15022	0.15389	0.16122	0.15755	0.16122	0.14656	0.14656	0.1429	0.1429	0.13923	0.1429	0.1429	0.1429	0.1429	0.15022	0.15022	0.15755	0.15755	0.16122	0.16122	0.16122	0.16488	0.17954	0.18686	0.19419	0.19786	0.19786	0.19786	0.20152	0.20152	0.21991	0.22243	0.2375
SOM	Somalia	0.084272	0.087936	0.10626	0.10259	0.13557	0.1319	0.13923	0.22717	0.15389	0.16122	0.21618	0.18686	0.2345	0.26381	0.32976	0.50197	0.47998	0.79875	0.55693	0.48731	0.81341	0.2748	0.71814	0.93432	0.71448	0.85738	0.92333	0.99294	1.0037	0.95207	0.72957	0.7065	0.67954	0.63922	0.62822	0.5879	0.56792	0.53861	0.51296	0.49098	0.47998	0.50197	0.58624	0.59357	0.59357	0.59357	0.59357	0.60822	0.6009	0.59723	0.61189	0.60456	0.60822	0.60822	0.60822	0.66365	0.71684	0.7489
ZAF	South Africa	97.8435	102.1198	105.67	109.7252	119.546	128.14	128.2349	133.7601	137.9538	143.1428	149.6182	168.3923	171.5301	173.3127	176.4883	184.9324	192.8239	199.6463	201.7712	218.5481	228.0597	256.9045	280.249	291.7052	315.3733	323.6589	330.2911	328.4451	342.3618	340.4185	312.6299	325.7272	301.0293	320.3381	338.3887	361.3641	363.4865	385.1207	376.7763	374.3176	377.7309	371.1406	355.4541	403.2353	448.5391	415.0509	445.7087	463.975	494.1272	501.3769	472.4826	468.9272	467.0806	464.6191	488.0062	461.1166	468.0454	456.3252
ESP	Spain	48.8656	53.6069	59.9758	58.7429	64.3238	71.0205	77.617	86.394	97.0172	96.7369	116.7665	128.4585	144.7162	154.9573	172.6656	181.0535	197.7458	194.8289	199.5136	202.7462	213.9116	206.0958	208.5981	203.4347	197.6668	199.931	189.1122	189.5076	197.4574	224.8848	231.895	241.465	250.3269	241.8178	254.234	267.8322	255.448	268.0587	276.636	300.1766	311.9261	313.892	334.0071	337.9792	354.2857	368.9641	360.2792	368.1336	336.4901	297.2481	283.8775	284.5947	279.2713	252.6827	255.1957	271.7272	260.9859	281.422
LKA	Sri Lanka	2.2567	2.3336	2.5608	2.5315	2.2714	2.656	2.6597	2.9451	3.2381	4.3151	3.5931	3.1935	3.5379	3.6843	2.9293	2.893	2.7988	2.911	3.4355	3.809	3.3886	4.0056	4.4669	4.8549	3.8521	3.9166	3.6603	4.0269	3.4566	3.447	3.8294	4.137	5.106	4.9756	5.4358	5.8155	6.9702	7.5196	7.7363	8.5176	10.1338	10.3273	10.9467	10.9521	12.1462	11.9352	11.7937	12.1513	11.9878	12.9435	13.0503	14.8866	15.7757	15.2533	18.1589	20.7134	21.9507	23.1384
SUR	Suriname	0.43235	0.42869	0.49464	0.53128	0.60456	0.79509	1.0955	1.3337	1.4509	1.5206	1.6085	1.7145	1.7438	2.1066	1.601	2.0187	1.9965	1.8975	2.3919	2.2928	2.3694	2.0283	1.8706	1.3721	1.552	1.5959	1.7569	1.7568	1.8739	1.8518	1.7673	2.0495	2.0641	2.0384	2.0417	2.06	2.082	2.1039	2.1039	2.1222	2.1918	2.3634	1.5606	1.5383	1.5564	1.589	1.7391	1.7569	1.9357	1.9953	2.3954	1.9598	2.2444	1.9022	1.9758	1.9972	2.0308	2.0537
SWZ	Swaziland	0.032976	0.003664	NaN	NaN	0.010992	0.080608	0.20152	0.22717	0.27846	0.30411	0.3664	0.39938	0.38106	0.37006	0.31144	0.33709	0.33342	0.34075	0.43968	0.44701	0.46533	0.43602	0.43602	0.27114	0.33342	0.43968	0.458	0.43602	0.43602	0.43602	0.42502	0.3261	0.26381	0.1319	0.48365	0.45434	0.34075	1.2018	1.2128	1.2384	1.1871	1.1432	1.1248	1.0406	1.0296	1.0186	1.0149	1.0626	1.0955	1.0442	1.0369	1.0479	1.2055	1.0882	1.2018	1.2332	1.2412	1.3438
SWE	Sweden	49.1705	48.7995	51.2726	55.3131	60.3681	62.5622	72.5174	68.9297	77.606	86.3811	92.287	84.509	84.7034	87.2898	79.8231	80.7605	88.2412	85.7408	79.4769	84.8691	71.7142	69.3891	62.2574	58.269	57.3088	62.3647	62.0105	59.6956	57.426	55.5218	57.5063	57.7135	57.4471	57.3957	59.8455	59.2761	63.194	58.1327	58.7171	55.857	54.725	55.6823	56.6413	57.2244	56.4433	53.8433	53.6728	52.8165	50.7231	47.1532	52.9273	48.97	46.4036	44.769	43.2257	43.3856	42.568	41.5015
CHE	Switzerland	19.4949	20.3573	24.1197	29.0667	28.1257	30.3289	31.4856	32.5194	35.9813	38.047	40.2443	41.8879	42.9158	46.2024	41.4268	39.0511	40.4371	41.0377	42.1698	39.8645	40.49	38.8117	36.585	40.0221	39.1279	39.78	42.2456	40.2041	40.6612	39.4176	44.1619	46.1402	46.0155	43.6047	42.6786	43.4141	44.0985	43.035	44.6123	44.4417	43.6119	45.0758	43.4585	44.6441	45.2283	45.7798	45.3656	43.3598	44.7067	43.5281	45.0451	40.9797	42.2509	43.1839	39.2378	38.7385	39.2049	40.074
SYR	Syria	3.2187	3.0609	3.1999	3.6063	4.3613	3.6723	4.9109	4.6032	5.9539	7.2326	6.6499	8.8742	7.7563	7.8852	9.6544	11.1712	13.7371	14.6324	15.1814	22.4846	20.7267	26.5346	24.3645	27.7745	32.849	29.3894	31.0732	35.9428	36.6791	34.2713	37.0453	42.2007	42.5611	45.2217	46.1898	41.2002	42.3223	40.4308	49.7465	51.7714	50.4815	48.1407	38.4386	53.5814	50.3846	49.8808	52.8404	65.7185	66.8774	61.5622	60.7164	56.1393	43.7901	35.809	30.112	28.9252	27.9994	27.9145
TWN	Taiwan	11.8739	12.5285	14.1648	15.1086	16.9072	17.8448	19.4616	21.9699	24.1406	26.291	28.734	31.4754	35.8725	40.2464	39.3118	43.4569	56.0537	61.0163	70.8362	75.4992	83.1194	74.567	74.854	82.4673	84.1395	83.9175	93.411	97.1234	111.8179	121.6921	121.9053	133.0049	143.3457	154.8355	161.8216	172.1115	180.3419	194.3045	197.8532	205.2223	217.1857	226.2105	235.7338	244.5065	258.4556	257.1081	264.8075	275.5366	259.3619	246.4562	267.8754	266.9359	256.0042	258.3049	262.1522	258.8876	263.4759	271.525
TJK	Tajikistan	3.131	3.2288	3.3886	3.6341	3.8648	4.0997	4.3294	4.527	4.6542	4.847	5.0981	5.4125	5.6973	5.9407	6.1699	6.4885	6.7366	6.964	7.2013	7.2591	7.5432	7.4002	7.54	7.6477	7.7161	8.3217	8.3434	8.6942	8.9323	8.7441	8.1971	7.9037	7.2946	5.1614	2.3474	2.4429	2.8225	2.1489	2.4944	2.5155	2.2321	2.2855	1.8729	2.0622	2.5473	2.4212	2.6341	3.2043	2.8853	2.4347	2.5178	2.32	2.9063	3.4371	5.0607	5.4602	5.579	5.7114
